character,keyword,reading,decomposition,spatial,ids,components_detail,tags
韶,music of the emperor Shun,Shao2,sound + summon / seduce,⿰ (left-right),⿰音召,"<span style=""color:#1a5276"">音</span> <span style=""color:#666"">sound</span><br><span style=""color:#1a5276"">召</span> <span style=""color:#666"">summon / seduce</span>",SC::L1
旖,romantic,yi3,direction + reclining (also: lying (down)) + strange,⿰ (left-right),⿰方⿱𠂉奇,"<span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining (also: lying (down))</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",SC::L1
膂,backbone,lu:3,travel / trip,⿱ (top-bottom),⿱旅⺝,"<span style=""color:#1a5276"">旅</span> <span style=""color:#666"">travel / trip</span>",SC::L1
阚,surname Kan,Kan4,gate + brave / daring,⿵ (surround-open-bottom),⿵门敢,"<span style=""color:#1a5276"">门</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">敢</span> <span style=""color:#666"">brave / daring</span>",SC::L1
鄯,name of a district in Xinjiang,shan4,virtuous + pinnacle,⿰ (left-right),⿰善阝,"<span style=""color:#1a5276"">善</span> <span style=""color:#666"">virtuous</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SC::L1
鲞,dried fish,xiang3,fish,⿱ (top-bottom),⿱龹鱼,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span>",SC::L1
粿,rice cake (typically made with glutinous rice flour and steamed),guo3,rice + fruit,⿰ (left-right),⿰米果,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">果</span> <span style=""color:#666"">fruit</span>",SC::L1
粼,clear (as of water),lin2,jack-o’-lantern,⿰ (left-right),⿰粦巜,"<span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",SC::L1
粽,rice dumplings wrapped in leaves,zong4,rice + religion,⿰ (left-right),⿰米宗,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">宗</span> <span style=""color:#666"">religion</span>",SC::L1
糁,to mix (of powders),san3,rice + participate / visit,⿰ (left-right),⿰米参,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">参</span> <span style=""color:#666"">participate / visit</span>",SC::L1
槊,long lance,shuo4,first day of the month + tree,⿱ (top-bottom),⿱朔木,"<span style=""color:#1a5276"">朔</span> <span style=""color:#666"">first day of the month</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span>",SC::L1
鹚,used in 鸕鶿|鸬鹚[lu2 ci2] (2),ci2,Mona Lisa + bird,⿰ (left-right),⿰兹鸟,"<span style=""color:#1a5276"">兹</span> <span style=""color:#666"">Mona Lisa</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
熘,quick-fry,liu1,fire + stay / detain,⿰ (left-right),⿰火留,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">留</span> <span style=""color:#666"">stay / detain</span>",SC::L1
熥,to heat up (cooked food) by baking or steaming,teng1,fire + communicate / traffic,⿰ (left-right),⿰火通,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">通</span> <span style=""color:#666"">communicate / traffic</span>",SC::L1
潢,dye paper,huang2,yellow,⿰ (left-right),⿰氵黄,"<span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",SC::L1
滹,the bank of a steam,Hu1,to exhale,⿰ (left-right),⿰氵虖,"<span style=""color:#1a5276"">虖</span> <span style=""color:#666"">to exhale</span>",SC::L1
漯,"used in 漯河[Luo4 he2], a city in Henan",luo4,tired / accumulate,⿰ (left-right),⿰氵累,"<span style=""color:#1a5276"">累</span> <span style=""color:#666"">tired / accumulate</span>",SC::L1
漶,indistinct due to deterioration (water damage etc),huan4,troubles / afflicted,⿰ (left-right),⿰氵患,"<span style=""color:#1a5276"">患</span> <span style=""color:#666"">troubles / afflicted</span>",SC::L1
潋,full of water,lian4,restrain,⿰ (left-right),⿰氵敛,"<span style=""color:#1a5276"">敛</span> <span style=""color:#666"">restrain</span>",SC::L1
潴,a pool,zhu1,pig / boar,⿰ (left-right),⿰氵猪,"<span style=""color:#1a5276"">猪</span> <span style=""color:#666"">pig / boar</span>",SC::L1
漪,ripples on water,yi1,exclamation of admiration,⿰ (left-right),⿰氵猗,"<span style=""color:#1a5276"">猗</span> <span style=""color:#666"">exclamation of admiration</span>",SC::L1
漳,Zhang river in Fujian,Zhang1,chapter / badge,⿰ (left-right),⿰氵章,"<span style=""color:#1a5276"">章</span> <span style=""color:#666"">chapter / badge</span>",SC::L1
漩,also pr. [xuan4],xuan2,whirl / rotation,⿰ (left-right),⿰氵旋,"<span style=""color:#1a5276"">旋</span> <span style=""color:#666"">whirl / rotation</span>",SC::L1
澉,to wash name of a place,gan3,brave / daring,⿰ (left-right),⿰氵敢,"<span style=""color:#1a5276"">敢</span> <span style=""color:#666"">brave / daring</span>",SC::L1
潍,county in Shandong province,wei2,maintain,⿰ (left-right),⿰氵维,"<span style=""color:#1a5276"">维</span> <span style=""color:#666"">maintain</span>",SC::L1
慵,lethargic,yong1,mediocre / comfortable,⿰ (left-right),⿰忄庸,"<span style=""color:#1a5276"">庸</span> <span style=""color:#666"">mediocre / comfortable</span>",SC::L1
搴,to hold up the hem of clothes,qian1,hand,⿱ (top-bottom),⿱𡨄手,"<span style=""color:#1a5276"">手</span> <span style=""color:#666"">hand</span>",SC::L1
窨,to scent tea with flowers,xun1,hole + sound,⿱ (top-bottom),⿱穴音,"<span style=""color:#1a5276"">穴</span> <span style=""color:#666"">hole</span><br><span style=""color:#1a5276"">音</span> <span style=""color:#666"">sound</span>",SC::L1
寤,to awake from sleep,wu4,house,⿱ (top-bottom),⿱宀𤕻,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",SC::L1
綮,embroidered banner,qi3,thread,⿱ (top-bottom),⿱𢼄糸,"<span style=""color:#1a5276"">糸</span> <span style=""color:#666"">thread</span>",SC::L1
谮,to slander (2),zen4,if,⿰ (left-right),⿰讠朁,"<span style=""color:#1a5276"">朁</span> <span style=""color:#666"">if</span>",SC::L1
褡,pouch,da1,answer: small bean,⿰ (left-right),⿰衤荅,"<span style=""color:#1a5276"">荅</span> <span style=""color:#666"">answer: small bean</span>",SC::L1
褙,paper or cloth pasted together,bei4,back / stature,⿰ (left-right),⿰衤背,"<span style=""color:#1a5276"">背</span> <span style=""color:#666"">back / stature</span>",SC::L1
褓,used in 襁褓[qiang3 bao3],bao3,safeguard / protect,⿰ (left-right),⿰衤保,"<span style=""color:#1a5276"">保</span> <span style=""color:#666"">safeguard / protect</span>",SC::L1
褛,used in 襤褸|褴褛[lan2 lu : 3],lu:3,bride,⿰ (left-right),⿰衤娄,"<span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",SC::L1
褊,urgent,bian3,flat,⿰ (left-right),⿰衤扁,"<span style=""color:#1a5276"">扁</span> <span style=""color:#666"">flat</span>",SC::L1
谯,surname Qiao,Qiao2,apprehensive / char,⿰ (left-right),⿰讠焦,"<span style=""color:#1a5276"">焦</span> <span style=""color:#666"">apprehensive / char</span>",SC::L1
谰,to make a false charge,lan2,balustrade,⿰ (left-right),⿰讠阑,"<span style=""color:#1a5276"">阑</span> <span style=""color:#666"">balustrade</span>",SC::L1
谲,cunning,jue2,propitious,⿰ (left-right),⿰讠矞,"<span style=""color:#1a5276"">矞</span> <span style=""color:#666"">propitious</span>",SC::L1
暨,and,ji4,since / previously + daybreak / nightbreak,⿱ (top-bottom),⿱既旦,"<span style=""color:#1a5276"">既</span> <span style=""color:#666"">since / previously</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak / nightbreak</span>",SC::L1
屣,slippers,xi3,corpse + to change one's residence,⿸ (top-left-wrap),⿸尸徙,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span><br><span style=""color:#1a5276"">徙</span> <span style=""color:#666"">to change one's residence</span>",SC::L1
鹛,babbler (bird),mei2,eyebrows + bird,⿰ (left-right),⿰眉鸟,"<span style=""color:#1a5276"">眉</span> <span style=""color:#666"">eyebrows</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
嫣,fascinating,yan1,woman + where,⿰ (left-right),⿰女焉,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">焉</span> <span style=""color:#666"">where</span>",SC::L1
嫱,female court officials,qiang2,woman + stingy (2),⿰ (left-right),⿰女啬,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">啬</span> <span style=""color:#666"">stingy (2)</span>",SC::L1
嫖,to visit a prostitute,piao2,woman + ticket / ballot,⿰ (left-right),⿰女票,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket / ballot</span>",SC::L1
嫦,used in 嫦娥[Chang2 e2],chang2,woman + often / usual,⿰ (left-right),⿰女常,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">常</span> <span style=""color:#666"">often / usual</span>",SC::L1
嫚,insult,man1,woman + drawn out / mandala,⿰ (left-right),⿰女曼,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out / mandala</span>",SC::L1
嫘,surname Lei,Lei2,woman + tired / accumulate,⿰ (left-right),⿰女累,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">累</span> <span style=""color:#666"">tired / accumulate</span>",SC::L1
鼐,incense tripod,nai4,only then / from + old cooking pot / tripod,⿱ (top-bottom),⿱乃鼎,"<span style=""color:#1a5276"">乃</span> <span style=""color:#666"">only then / from</span><br><span style=""color:#1a5276"">鼎</span> <span style=""color:#666"">old cooking pot / tripod</span>",SC::L1
瞀,indistinct vision,mao4,eye,⿱ (top-bottom),⿱敄目,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span>",SC::L1
鹜,duck (2),wu4,bird,⿱ (top-bottom),⿱敄鸟,"<span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
骠,white horse,piao4,horse + ticket / ballot,⿰ (left-right),⿰马票,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket / ballot</span>",SC::L1
缥,used in 縹渺|缥渺[piao1 miao3],piao1,thread + ticket / ballot,⿰ (left-right),⿰纟票,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket / ballot</span>",SC::L1
缦,plain thin silk,man4,thread + drawn out / mandala,⿰ (left-right),⿰纟曼,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out / mandala</span>",SC::L1
缧,thick rope used to restrain a prisoner,lei2,thread + tired / accumulate,⿰ (left-right),⿰纟累,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">累</span> <span style=""color:#666"">tired / accumulate</span>",SC::L1
缨,sth shaped like a tassel (e.g. a leaf etc),ying1,thread + baby,⿰ (left-right),⿰纟婴,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">婴</span> <span style=""color:#666"">baby</span>",SC::L1
骢,buckskin horse,cong1,horse,⿰ (left-right),⿰马悤,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span>",SC::L1
缪,surname Miao,Miao4,thread + kiddie cocktail,⿰ (left-right),⿰纟翏,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">翏</span> <span style=""color:#666"">kiddie cocktail</span>",SC::L1
缫,to reel silk from cocoons,sao1,thread + nest,⿰ (left-right),⿰纟巢,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">巢</span> <span style=""color:#666"">nest</span>",SC::L1
耦,a pair,ou3,Christmas tree + Talking Cricket,⿰ (left-right),⿰耒禺,"<span style=""color:#1a5276"">耒</span> <span style=""color:#666"">Christmas tree</span><br><span style=""color:#1a5276"">禺</span> <span style=""color:#666"">Talking Cricket</span>",SC::L1
耧,drill for sowing grain,lou2,Christmas tree + bride,⿰ (left-right),⿰耒娄,"<span style=""color:#1a5276"">耒</span> <span style=""color:#666"">Christmas tree</span><br><span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",SC::L1
瑾,brilliancy (of gems),jin3,violet,⿰ (left-right),⿰𤣩堇,"<span style=""color:#1a5276"">堇</span> <span style=""color:#666"">violet</span>",SC::L1
璜,semicircular jade ornament,huang2,yellow,⿰ (left-right),⿰𤣩黄,"<span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",SC::L1
璀,luster of gems,cui3,Cui,⿰ (left-right),⿰𤣩崔,"<span style=""color:#1a5276"">崔</span> <span style=""color:#666"">Cui</span>",SC::L1
璎,necklace,ying1,baby,⿰ (left-right),⿰𤣩婴,"<span style=""color:#1a5276"">婴</span> <span style=""color:#666"">baby</span>",SC::L1
璁,stone similar to jade,cong1,,⿰ (left-right),⿰𤣩悤,,SC::L1
璋,"jade tablet used in ceremonies, shaped like the left or right half of a ""gui"" 圭[gui1], also given to male infants to play with",zhang1,chapter / badge,⿰ (left-right),⿰𤣩章,"<span style=""color:#1a5276"">章</span> <span style=""color:#666"">chapter / badge</span>",SC::L1
璇,beautiful jade (2),xuan2,whirl / rotation,⿰ (left-right),⿰𤣩旋,"<span style=""color:#1a5276"">旋</span> <span style=""color:#666"">whirl / rotation</span>",SC::L1
奭,surname Shi,Shi4,large + two-hundred (rarely used),⿻ (overlaid),⿻大皕,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span><br><span style=""color:#1a5276"">皕</span> <span style=""color:#666"">two-hundred (rarely used)</span>",SC::L1
髯,old variant of 髯[ran2],ran2,Kangxi radical 190 + surname Ran,⿱ (top-bottom),⿱髟冉,"<span style=""color:#1a5276"">髟</span> <span style=""color:#666"">Kangxi radical 190</span><br><span style=""color:#1a5276"">冉</span> <span style=""color:#666"">surname Ran</span>",SC::L1
髫,hair hanging down in front (children's hairstyle),tiao2,Kangxi radical 190 + summon / seduce,⿱ (top-bottom),⿱髟召,"<span style=""color:#1a5276"">髟</span> <span style=""color:#666"">Kangxi radical 190</span><br><span style=""color:#1a5276"">召</span> <span style=""color:#666"">summon / seduce</span>",SC::L1
撷,to collect,xie2,fingers + surname Xie,⿰ (left-right),⿰扌颉,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">颉</span> <span style=""color:#666"">surname Xie</span>",SC::L1
撅,to stick out,jue1,fingers + to faint,⿰ (left-right),⿰扌厥,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">厥</span> <span style=""color:#666"">to faint</span>",SC::L1
赭,ocher,zhe3,crimson / red + someone,⿰ (left-right),⿰赤者,"<span style=""color:#1a5276"">赤</span> <span style=""color:#666"">crimson / red</span><br><span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span>",SC::L1
撸,to grasp (sth long or cylindrical) and slide the hand up or down,lu1,fingers + Lu,⿰ (left-right),⿰扌鲁,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">鲁</span> <span style=""color:#666"">Lu</span>",SC::L1
